486,181,25607,841
25,1,26818,271
57,13,26920,125
21,12,23035,4047
63,25,26929,98
5,0,24646,2464
14,5,27079,17
2026,201,24331,557
10,4,27036,65
150,29,26840,96
889,185,25633,408
24,5,20876,6210
3064,348,20734,2969
2443,191,15017,9464
4662,174,16042,6237
